36.465,-12.349,0.0445
36.526,-12.346,0.0438
36.591,-12.343,0.0432
36.663,-12.34,0.0426
36.736,-12.336,0.0421
36.814,-12.333,0.0412
36.896,-12.329,0.0404
36.981,-12.326,0.0397
37.071,-12.322,0.0388
37.164,-12.318,0.0381
37.258,-12.312,0.0375
37.359,-12.308,0.0366
37.465,-12.304,0.0357
37.575,-12.3,0.0349
37.688,-12.296,0.0341
37.806,-12.292,0.0333
37.928,-12.288,0.0323
38.057,-12.281,0.0313
38.187,-12.276,0.0302
38.321,-12.272,0.029
38.459,-12.267,0.0277
38.601,-12.262,0.0264
38.747,-12.257,0.0251
38.897,-12.253,0.0237
39.051,-12.248,0.0223
39.202,-12.249,0.0208
39.363,-12.246,0.0194
39.528,-12.243,0.0178
39.696,-12.24,0.0159
39.868,-12.237,0.0133
40.044,-12.234,0.0105
40.223,-12.231,0.0077
40.413,-12.226,0.0048
40.599,-12.224,0.0017
40.789,-12.223,-0.0012
40.98,-12.222,-0.004
41.172,-12.222,-0.0068
41.367,-12.223,-0.0096
41.562,-12.225,-0.0125
41.758,-12.224,-0.0154
41.955,-12.227,-0.0185
42.153,-12.23,-0.0216
42.351,-12.233,-0.0241
42.549,-12.237,-0.0268
42.747,-12.24,-0.0292
42.943,-12.246,-0.031
43.139,-12.255,-0.032
43.336,-12.262,-0.0333
43.533,-12.269,-0.0339
43.73,-12.277,-0.0344
43.926,-12.284,-0.0344
44.122,-12.292,-0.0337
44.318,-12.3,-0.0326
44.512,-12.303,-0.0312
44.708,-12.31,-0.0296
44.904,-12.316,-0.0278
45.099,-12.322,-0.0264
45.294,-12.328,-0.0248
45.489,-12.334,-0.0236
45.683,-12.339,-0.0223
45.877,-12.344,-0.0207
46.071,-12.348,-0.0192
46.266,-12.363,-0.0176
46.459,-12.368,-0.0162
46.651,-12.372,-0.0145
46.842,-12.376,-0.0129
47.034,-12.38,-0.0116
47.225,-12.384,-0.0101
47.417,-12.388,-0.0083
47.608,-12.391,-0.0064
47.799,-12.394,-0.0044
47.989,-12.397,-0.002
48.18,-12.4,0.0007
48.37,-12.402,0.0039
48.559,-12.403,0.0077
48.749,-12.408,0.0117
48.938,-12.409,0.0165
49.127,-12.41,0.0224
49.315,-12.41,0.0289
49.503,-12.409,0.0358
49.691,-12.407,0.0429
49.878,-12.403,0.0504
50.064,-12.399,0.0585
50.251,-12.393,0.0672
50.438,-12.386,0.0765
50.626,-12.377,0.0858
50.813,-12.366,0.0956
51.0,-12.355,0.1062
51.186,-12.345,0.1172
51.374,-12.329,0.1285
51.562,-12.312,0.1407
51.75,-12.293,0.1537
51.939,-12.272,0.1677
52.127,-12.248,0.1828
52.316,-12.223,0.1988
52.504,-12.194,0.2151
52.7,-12.16,0.2317
52.888,-12.125,0.2486
53.077,-12.086,0.2654
53.266,-12.045,0.2826
53.454,-12.0,0.3009
53.642,-11.953,0.3204
53.83,-11.902,0.3404
54.012,-11.853,0.3605
54.198,-11.794,0.3806
54.383,-11.732,0.4017
54.567,-11.668,0.4241
54.749,-11.599,0.4472
54.93,-11.526,0.4706
55.11,-11.449,0.495
55.291,-11.373,0.5214
55.466,-11.29,0.5485
55.639,-11.201,0.5755
55.81,-11.109,0.6035
55.976,-11.013,0.6328
56.139,-10.914,0.6628
56.298,-10.81,0.6931
56.453,-10.703,0.7239
56.602,-10.595,0.7555
56.746,-10.482,0.7865
56.886,-10.364,0.8165
57.02,-10.244,0.8464
57.151,-10.119,0.8768
57.277,-9.992,0.9063
57.402,-9.862,0.9352
57.519,-9.73,0.9641
57.632,-9.594,0.9921
57.739,-9.456,1.0177
57.839,-9.315,1.0409
57.936,-9.171,1.0623
58.029,-9.025,1.0821
58.117,-8.875,1.1003
58.203,-8.725,1.1171
58.285,-8.576,1.1326
58.365,-8.426,1.1468
58.442,-8.275,1.159
58.515,-8.123,1.1697
58.586,-7.97,1.1784
58.654,-7.816,1.1855
58.716,-7.661,1.1907
58.781,-7.506,1.1946
58.844,-7.352,1.1966
58.905,-7.198,1.1972
58.966,-7.044,1.1969
59.027,-6.891,1.1961
59.088,-6.738,1.1945
59.135,-6.587,1.1911
59.195,-6.434,1.1874
59.254,-6.282,1.1827
59.314,-6.13,1.1773
59.373,-5.977,1.1708
59.433,-5.825,1.1634
59.494,-5.673,1.1555
59.547,-5.525,1.1471
59.61,-5.373,1.139
59.674,-5.221,1.1302
59.74,-5.068,1.1204
59.807,-4.916,1.1097
59.877,-4.763,1.0986
59.948,-4.611,1.0867
60.024,-4.453,1.0741
60.099,-4.299,1.0597
60.175,-4.145,1.0445
60.255,-3.991,1.0287
60.337,-3.837,1.012
60.422,-3.684,0.9947
60.51,-3.531,0.9763
60.591,-3.375,0.9565
60.684,-3.222,0.9354
60.78,-3.071,0.9127
60.878,-2.921,0.8879
60.981,-2.773,0.8611
61.087,-2.625,0.8332
61.198,-2.481,0.8052
61.325,-2.336,0.7787
61.446,-2.195,0.7502
61.572,-2.058,0.7208
61.703,-1.924,0.6915
61.838,-1.794,0.6625
61.977,-1.668,0.633
62.12,-1.544,0.6023
62.266,-1.413,0.5718
62.418,-1.296,0.541
62.574,-1.184,0.5101
62.733,-1.076,0.4791
62.895,-0.973,0.4484
63.061,-0.875,0.4175
63.23,-0.782,0.386
63.406,-0.686,0.3547
63.582,-0.602,0.3229
63.76,-0.524,0.2904
63.941,-0.451,0.2571
64.124,-0.383,0.2232
64.309,-0.322,0.1885
64.496,-0.267,0.1532
64.683,-0.218,0.1173
64.885,-0.186,0.0812
65.076,-0.152,0.0448
65.268,-0.125,0.0081
65.461,-0.105,-0.0285
65.654,-0.093,-0.0651
65.848,-0.087,-0.1023
66.042,-0.088,-0.1395
66.235,-0.097,-0.1761
66.432,-0.116,-0.2139
66.625,-0.139,-0.2509
66.818,-0.169,-0.2878
67.011,-0.208,-0.324
67.202,-0.254,-0.3591
67.391,-0.308,-0.3928
67.583,-0.361,-0.4255
67.769,-0.428,-0.4572
67.952,-0.502,-0.4874
68.134,-0.581,-0.5165
68.313,-0.665,-0.545
68.489,-0.756,-0.5723
68.664,-0.852,-0.5988
68.85,-0.961,-0.6256
69.021,-1.066,-0.6529
69.189,-1.175,-0.6806
69.353,-1.29,-0.7083
69.515,-1.409,-0.7369
69.674,-1.532,-0.7665
69.83,-1.659,-0.7966
69.978,-1.806,-0.8268
70.125,-1.944,-0.8572
