18.909,-12.834,-0.0392
18.909,-12.834,-0.0392
18.909,-12.834,-0.0392
18.909,-12.834,-0.0393
18.909,-12.834,-0.0393
18.909,-12.834,-0.0393
18.909,-12.834,-0.0392
18.909,-12.834,-0.0392
18.909,-12.834,-0.0392
18.909,-12.834,-0.0393
18.909,-12.834,-0.0393
18.909,-12.834,-0.0393
18.909,-12.834,-0.0392
18.909,-12.834,-0.0392
18.908,-12.834,-0.0391
18.907,-12.834,-0.0391
18.909,-12.835,-0.0393
18.909,-12.835,-0.0392
18.91,-12.835,-0.0392
18.911,-12.835,-0.0392
18.912,-12.835,-0.0392
18.913,-12.835,-0.0391
18.914,-12.835,-0.0391
18.909,-12.836,-0.0391
18.909,-12.836,-0.0391
18.909,-12.836,-0.0391
18.909,-12.836,-0.0391
18.909,-12.837,-0.0391
18.909,-12.837,-0.039
18.909,-12.837,-0.0391
18.908,-12.834,-0.0391
18.907,-12.834,-0.039
18.907,-12.834,-0.039
18.908,-12.834,-0.0391
18.909,-12.834,-0.039
18.911,-12.834,-0.039
18.914,-12.834,-0.039
18.923,-12.834,-0.039
18.928,-12.834,-0.039
18.935,-12.834,-0.0391
18.943,-12.834,-0.039
18.952,-12.835,-0.039
18.962,-12.835,-0.0391
18.975,-12.835,-0.039
18.989,-12.836,-0.039
19.003,-12.837,-0.0391
19.021,-12.838,-0.0391
19.042,-12.839,-0.0391
19.065,-12.84,-0.0392
19.09,-12.841,-0.0392
19.119,-12.842,-0.0393
19.149,-12.844,-0.0393
19.186,-12.844,-0.0394
19.223,-12.845,-0.0395
19.263,-12.846,-0.0396
19.306,-12.848,-0.0397
19.352,-12.85,-0.0397
19.402,-12.852,-0.0397
19.454,-12.854,-0.0399
19.513,-12.852,-0.0399
19.572,-12.854,-0.04
19.635,-12.856,-0.0401
19.702,-12.859,-0.0403
19.771,-12.861,-0.0405
19.845,-12.864,-0.0405
19.922,-12.866,-0.0406
19.997,-12.869,-0.0409
20.08,-12.873,-0.0411
20.167,-12.876,-0.0411
20.257,-12.88,-0.0413
20.351,-12.883,-0.0414
20.448,-12.887,-0.0415
20.548,-12.891,-0.0416
20.657,-12.889,-0.0415
20.765,-12.893,-0.0414
20.876,-12.898,-0.0413
20.991,-12.902,-0.0414
21.109,-12.906,-0.0414
21.23,-12.91,-0.0412
21.355,-12.915,-0.0411
21.483,-12.922,-0.0413
21.615,-12.927,-0.0412
21.75,-12.932,-0.0412
21.888,-12.937,-0.0413
22.03,-12.943,-0.0415
22.175,-12.948,-0.0415
22.324,-12.954,-0.0417
22.476,-12.96,-0.0418
22.634,-12.959,-0.0414
22.793,-12.965,-0.041
22.956,-12.971,-0.0405
23.122,-12.977,-0.0399
23.292,-12.983,-0.0392
23.464,-12.99,-0.0386
23.64,-12.996,-0.0378
23.823,-12.999,-0.0373
24.008,-13.005,-0.0367
24.196,-13.01,-0.0362
24.387,-13.016,-0.0356
24.582,-13.022,-0.0347
24.78,-13.028,-0.0337
24.981,-13.034,-0.0329
25.185,-13.037,-0.0322
25.393,-13.042,-0.0315
25.605,-13.047,-0.0308
25.82,-13.052,-0.0303
26.038,-13.057,-0.0297
26.258,-13.062,-0.0286
26.482,-13.067,-0.0276
26.706,-13.074,-0.0266
26.937,-13.078,-0.0257
27.17,-13.083,-0.0249
27.407,-13.088,-0.024
27.647,-13.092,-0.0232
27.89,-13.096,-0.0223
28.137,-13.101,-0.021
28.396,-13.102,-0.02
28.65,-13.106,-0.0188
28.907,-13.109,-0.0178
29.168,-13.111,-0.0168
29.431,-13.114,-0.0159
29.699,-13.116,-0.0149
29.969,-13.119,-0.0136
30.244,-13.121,-0.0122
30.52,-13.122,-0.011
30.8,-13.123,-0.01
31.083,-13.124,-0.0091
31.369,-13.124,-0.008
31.658,-13.124,-0.0067
31.949,-13.125,-0.0053
32.243,-13.125,-0.0039
32.541,-13.125,-0.0028
32.842,-13.124,-0.0019
33.145,-13.123,-0.0009
33.451,-13.122,0.0005
33.76,-13.12,0.0021
34.07,-13.118,0.0035
34.386,-13.117,0.0046
34.703,-13.113,0.0056
35.023,-13.11,0.0067
35.345,-13.107,0.0082
35.67,-13.103,0.0098
35.999,-13.098,0.0109
36.33,-13.093,0.0116
36.664,-13.088,0.0122
37.001,-13.082,0.0131
37.347,-13.07,0.0144
37.689,-13.063,0.0155
38.034,-13.055,0.0161
38.38,-13.047,0.0167
38.728,-13.039,0.0172
39.076,-13.031,0.0178
39.417,-13.025,0.0182
39.763,-13.016,0.0178
40.11,-13.007,0.0169
40.454,-12.998,0.0164
40.798,-12.99,0.0158
41.141,-12.982,0.015
41.484,-12.974,0.0143
41.824,-12.966,0.013
42.174,-12.953,0.0121
42.513,-12.946,0.0118
42.85,-12.94,0.0115
43.185,-12.932,0.011
43.52,-12.925,0.0102
43.855,-12.918,0.0094
44.181,-12.92,0.0088
44.512,-12.915,0.0086
44.841,-12.91,0.0084
45.169,-12.904,0.0076
45.497,-12.898,0.0066
45.823,-12.893,0.0058
46.149,-12.889,0.0055
46.473,-12.885,0.0055
46.803,-12.887,0.0052
47.126,-12.883,0.0041
47.449,-12.88,0.0032
47.77,-12.877,0.0029
48.09,-12.875,0.0028
48.409,-12.871,0.0022
48.728,-12.868,0.0017
49.045,-12.869,0.0011
49.362,-12.868,0.0006
49.678,-12.866,0.0003
49.992,-12.864,0.0004
50.305,-12.862,0.0001
50.618,-12.86,-0.0005
50.93,-12.857,-0.0012
51.243,-12.852,-0.0018
51.553,-12.851,-0.002
51.861,-12.849,-0.0019
52.167,-12.846,-0.0025
52.473,-12.844,-0.0034
52.777,-12.842,-0.0039
53.08,-12.841,-0.0041
53.381,-12.84,-0.0043
53.681,-12.839,-0.0044
53.979,-12.837,-0.0048
54.276,-12.835,-0.0055
54.571,-12.834,-0.0059
54.866,-12.833,-0.0063
55.159,-12.833,-0.0065
55.457,-12.834,-0.0066
55.747,-12.832,-0.0068
56.036,-12.831,-0.0073
56.323,-12.831,-0.0077
56.609,-12.831,-0.0075
56.892,-12.831,-0.0075
57.173,-12.831,-0.0072
57.452,-12.838,-0.0066
57.729,-12.838,-0.0063
58.005,-12.838,-0.0061
58.278,-12.839,-0.0055
58.549,-12.84,-0.0043
58.819,-12.84,-0.0032
